Transactional Type,Education Level,Region, Age (6-11),Age(12-15),Age(15-19),Age(20-24),Age(25-29),Age(30-34),Age(35-39),Age(40-44),Age(45-49),Age(50-54),Age(55-59),Age(60-64),Age(65-69),Age(70-74),Age(75-79),Age(80-84),Age(85-89)
Used Mobile Phone,No Formal Education,Western,301,229,2536,8937,13534,16570,17376,15200,13339,10249,7150,5477,3246,2337,1496,909,440
Used Mobile Phone,No Formal Education,Central,252,213,2084,6952,11411,15495,19804,19863,19753,17082,13020,11445,7534,6100,4114,2832,1270
Used Mobile Phone,No Formal Education,Greater Accra,445,364,4018,15255,25569,33860,36352,32620,28046,21661,14926,12322,7520,5673,3563,2193,1087
Used Mobile Phone,No Formal Education,Volta,141,95,959,3489,5607,8171,9604,9610,9850,9324,7316,6519,4366,3731,2864,2481,1392
Used Mobile Phone,No Formal Education,Eastern,281,185,1936,6001,9783,13676,16946,16817,16153,14330,11064,9525,6453,5611,3724,2982,1760
Used Mobile Phone,No Formal Education,Ashanti,338,352,4548,16010,26259,34720,39547,37557,34537,28759,20313,16912,10836,10086,6621,4726,2494
Used Mobile Phone,No Formal Education,Western North,103,77,1420,4716,6937,9324,10348,9501,7860,6546,4214,3191,1619,1143,712,425,207
Used Mobile Phone,No Formal Education,Ahafo,112,58,622,2224,3327,4670,5256,4833,4374,3755,2650,2048,1252,1120,755,538,335
Used Mobile Phone,No Formal Education,Bono,190,144,1504,4766,6610,8714,9734,9630,8754,7958,6276,5329,3230,2553,1724,1348,920
Used Mobile Phone,No Formal Education,Bono East,422,334,3041,8407,11136,13709,14124,12747,10765,8706,5900,4618,2679,2001,1520,1204,731
Used Mobile Phone,No Formal Education,Oti,501,355,1866,4631,6138,7592,7632,7099,5639,4566,3171,2510,1506,1199,845,670,386
Used Mobile Phone,No Formal Education,Northern,2336,1407,8440,23856,31737,38035,32657,32165,22284,18007,9681,9918,5315,4991,3377,2464,840
Used Mobile Phone,No Formal Education,Savannah,1013,595,3061,7458,8871,10272,8224,7494,5131,4035,2343,2160,1178,1019,677,485,175
Used Mobile Phone,No Formal Education,North East,1039,739,3818,7927,9278,10991,9240,8488,5932,4771,2798,2577,1423,1334,1007,680,344
Used Mobile Phone,No Formal Education,Upper East,789,714,4575,11337,15744,20356,20875,20738,17206,14506,9628,8236,4892,4445,3786,2942,1491
Used Mobile Phone,No Formal Education,Upper West,538,423,2787,7358,9726,11729,11312,10624,8444,6925,4648,3946,2267,1734,1139,821,508
Used Mobile Phone,Nursery / Pre-School,Western,0,0,3,21,29,39,20,14,20,12,5,3,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Central,0,1,1,14,19,23,35,29,35,17,16,1,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Greater Accra,2,0,4,27,45,77,62,53,54,34,27,4,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Volta,0,0,0,8,7,12,10,16,9,11,15,2,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Eastern,2,1,2,12,14,23,23,31,20,16,20,0,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Ashanti,1,0,2,13,42,46,53,57,37,32,17,6,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Western North,0,1,1,5,6,12,10,5,6,10,3,3,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Ahafo,1,0,1,3,7,2,7,3,3,4,2,1,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Bono,0,0,0,1,4,6,9,3,5,2,3,0,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Bono East,0,0,3,10,4,14,8,11,5,4,4,1,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Oti,1,0,2,2,5,4,3,2,6,6,3,0,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Northern,3,1,12,25,25,44,16,13,6,7,4,1,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Savannah,3,0,1,4,11,11,7,3,9,4,2,0,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,North East,1,1,6,7,6,5,5,3,2,2,0,0,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Upper East,0,2,3,6,22,12,9,9,3,6,2,0,0,0,0,0,0
Used Mobile Phone,Nursery / Pre-School,Upper West,0,0,0,9,15,7,7,7,4,4,0,1,0,0,0,0,0
Used Mobile Phone,Kindergarten,Western,803,0,10,26,47,49,27,34,22,15,9,2,0,0,0,0,0
Used Mobile Phone,Kindergarten,Central,1338,4,14,38,58,77,102,58,72,36,35,8,0,0,0,0,0
Used Mobile Phone,Kindergarten,Greater Accra,1951,4,15,54,76,103,106,98,85,51,27,7,0,0,0,0,0
Used Mobile Phone,Kindergarten,Volta,500,1,9,23,43,40,47,47,57,45,39,10,0,0,0,0,0
Used Mobile Phone,Kindergarten,Eastern,1013,2,8,53,52,72,71,75,44,35,36,10,0,0,0,0,0
Used Mobile Phone,Kindergarten,Ashanti,2041,2,26,92,118,160,172,139,102,74,65,17,0,0,0,0,0
Used Mobile Phone,Kindergarten,Western North,274,0,5,13,15,20,22,20,5,9,7,2,0,0,0,0,0
Used Mobile Phone,Kindergarten,Ahafo,289,1,6,7,15,13,14,15,9,8,9,1,0,0,0,0,0
Used Mobile Phone,Kindergarten,Bono,528,4,8,26,4,16,24,21,11,16,5,0,0,0,0,0,0
Used Mobile Phone,Kindergarten,Bono East,434,3,25,42,41,36,33,32,21,7,6,0,0,0,0,0,0
Used Mobile Phone,Kindergarten,Oti,276,3,7,10,7,15,10,16,8,7,3,0,0,0,0,0,0
Used Mobile Phone,Kindergarten,Northern,397,1,14,20,25,33,11,6,9,6,2,1,0,0,0,0,0
Used Mobile Phone,Kindergarten,Savannah,109,0,2,13,8,15,7,4,1,2,0,0,0,0,0,0,0
Used Mobile Phone,Kindergarten,North East,161,9,7,5,8,8,5,3,0,0,0,0,0,0,0,0,0
Used Mobile Phone,Kindergarten,Upper East,348,0,8,27,30,36,13,14,6,10,6,0,0,0,0,0,0
Used Mobile Phone,Kindergarten,Upper West,198,4,14,14,19,19,14,9,11,3,4,0,0,0,0,0,0
Used Mobile Phone,Primary School,Western,8877,4389,2875,7176,8178,8213,8398,6033,5286,3666,2314,1676,916,468,236,99,40
Used Mobile Phone,Primary School,Central,16237,8968,3755,9187,10998,12010,13796,11203,10432,7843,5427,4300,2693,1475,797,362,162
Used Mobile Phone,Primary School,Greater Accra,24336,10157,5151,13837,19228,23231,24904,20265,16958,11954,7471,5282,2841,1681,813,381,157
Used Mobile Phone,Primary School,Volta,5540,3383,2021,6007,7979,9178,9393,7428,6688,5491,4139,3272,2368,1508,995,720,340
Used Mobile Phone,Primary School,Eastern,12200,7400,3998,9854,11936,13335,15614,13082,11743,9064,6574,5281,3510,2135,1248,659,308
Used Mobile Phone,Primary School,Ashanti,25266,11093,6655,16439,20041,22186,24595,19896,17142,12544,8712,6592,3755,2310,1300,682,283
Used Mobile Phone,Primary School,Western North,3046,1474,1350,2964,3438,3607,3646,2595,2232,1626,1096,727,410,228,84,46,18
Used Mobile Phone,Primary School,Ahafo,2967,1425,932,2038,2173,2331,2455,1982,1671,1225,927,722,447,234,117,86,34
Used Mobile Phone,Primary School,Bono,5743,2734,1981,4001,4027,4420,4524,3268,2769,2154,1518,1190,768,348,200,104,54
Used Mobile Phone,Primary School,Bono East,4154,2239,2956,6314,5908,5333,4746,3311,2588,1814,1204,926,519,270,146,74,34
Used Mobile Phone,Primary School,Oti,2684,1648,1450,2938,2808,2792,2647,1967,1604,1196,855,666,468,288,166,112,45
Used Mobile Phone,Primary School,Northern,5924,2959,2736,5354,5034,4447,3264,2297,1472,936,473,414,225,128,54,40,20
Used Mobile Phone,Primary School,Savannah,1253,643,1005,1862,1526,1127,822,499,326,232,110,101,62,44,24,12,1
Used Mobile Phone,Primary School,North East,2204,1112,1094,1589,1325,1061,858,510,322,208,108,110,59,39,23,8,6
Used Mobile Phone,Primary School,Upper East,5198,3029,3772,6662,6855,6128,4835,3196,2330,1451,849,582,369,244,137,120,38
Used Mobile Phone,Primary School,Upper West,2297,1443,2144,4115,3541,2717,2122,1256,806,544,362,264,189,103,52,24,10
Used Mobile Phone,Junior High School,Western,321,6278,25351,35647,40149,38466,35314,25239,13139,3799,1810,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Central,401,11403,40457,54501,60538,58474,56960,40990,22339,6038,2784,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Greater Accra,863,21518,53285,78658,104700,119567,122272,90643,46480,14448,7176,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Volta,126,3659,18433,23239,26869,27563,27302,20754,12438,3838,1902,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Eastern,278,9067,36373,48556,58748,58711,59297,44268,23756,6359,3076,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Ashanti,665,19375,60673,89502,102624,102348,107211,81488,41262,11846,5884,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Western North,126,1879,10481,14296,13780,12026,12784,9051,4739,1354,629,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Ahafo,53,1820,7862,9640,9851,8806,9069,7225,3849,1119,567,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Bono,148,3696,15049,17834,18053,17657,18846,14770,7929,2026,1070,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Bono East,119,2181,13576,16734,15792,12811,12277,9374,4837,1348,602,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Oti,67,1400,8087,8464,7744,6376,6618,5016,2756,758,339,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Northern,376,2998,16903,14074,12240,9388,6854,4502,2180,917,391,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Savannah,96,589,4416,4088,3482,2296,1571,888,509,212,93,0,0,0,0,0,0
Used Mobile Phone,Junior High School,North East,122,920,5180,3970,2643,1748,1240,833,391,183,67,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Upper East,179,2529,16366,15290,11931,7729,5473,3085,1486,707,356,0,0,0,0,0,0
Used Mobile Phone,Junior High School,Upper West,82,987,8738,9105,7039,4549,3526,2212,1073,457,211,0,0,0,0,0,0
Used Mobile Phone,Middle School,Western,0,0,0,0,0,0,0,0,6692,14964,11907,10526,5833,3042,1408,545,181
Used Mobile Phone,Middle School,Central,0,0,0,0,0,0,0,0,10234,23258,19725,18537,11171,6281,2723,1315,443
Used Mobile Phone,Middle School,Greater Accra,0,0,0,0,0,0,0,0,24097,49329,37855,33756,18672,10434,4790,2081,770
Used Mobile Phone,Middle School,Volta,0,0,0,0,0,0,0,0,5110,13759,14056,13136,8636,5290,2737,1450,564
Used Mobile Phone,Middle School,Eastern,0,0,0,0,0,0,0,0,13608,32081,29245,26912,16987,9969,4517,2461,1009
Used Mobile Phone,Middle School,Ashanti,0,0,0,0,0,0,0,0,25021,52088,42917,40595,23282,11879,5073,2664,1064
Used Mobile Phone,Middle School,Western North,0,0,0,0,0,0,0,0,2356,5363,4373,4045,2112,1035,398,198,52
Used Mobile Phone,Middle School,Ahafo,0,0,0,0,0,0,0,0,2085,4674,3935,3625,2045,1095,406,200,95
Used Mobile Phone,Middle School,Bono,0,0,0,0,0,0,0,0,3606,8218,7284,6718,4009,1930,791,415,188
Used Mobile Phone,Middle School,Bono East,0,0,0,0,0,0,0,0,1993,4755,3968,3739,2250,1088,462,198,101
Used Mobile Phone,Middle School,Oti,0,0,0,0,0,0,0,0,1319,3182,3142,3008,1966,1124,483,262,106
Used Mobile Phone,Middle School,Northern,0,0,0,0,0,0,0,0,458,1200,937,1163,587,357,128,68,15
Used Mobile Phone,Middle School,Savannah,0,0,0,0,0,0,0,0,112,301,269,279,166,77,35,9,4
Used Mobile Phone,Middle School,North East,0,0,0,0,0,0,0,0,63,173,139,216,113,73,30,20,6
Used Mobile Phone,Middle School,Upper East,0,0,0,0,0,0,0,0,394,1001,924,1111,574,333,144,76,22
Used Mobile Phone,Middle School,Upper West,0,0,0,0,0,0,0,0,250,644,601,789,527,239,94,40,19
Used Mobile Phone,Senior High School,Western,0,391,37779,47779,36899,25255,15502,10510,5515,529,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Central,0,731,65580,71026,50882,33497,20990,13906,7282,784,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Greater Accra,0,1513,99618,176599,158735,120512,84516,59150,29587,3112,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Volta,0,315,30872,35322,23423,15651,10111,7580,4823,542,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Eastern,0,593,68955,69273,44894,29947,20353,14649,7581,695,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Ashanti,0,1279,142410,160483,109777,71714,46090,32710,15649,1774,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Western North,0,152,12736,20341,14475,8478,4773,3163,1808,177,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Ahafo,0,100,12176,14310,8705,5394,3301,2311,1332,124,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Bono,0,273,26940,35955,23354,14849,9341,5837,3369,323,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Bono East,0,162,18052,29190,18756,9929,6011,3810,2239,232,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Oti,0,94,9825,12900,8232,4288,2448,1833,1209,109,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Northern,0,483,26239,42964,27476,13935,7874,5242,2763,400,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Savannah,0,99,5119,9433,6198,2786,1449,969,486,72,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,North East,0,145,7331,11406,6914,2563,1331,838,527,59,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Upper East,0,172,19775,28392,16693,7462,4095,2759,1484,156,0,0,0,0,0,0,0
Used Mobile Phone,Senior High School,Upper West,0,97,9200,16204,10478,4678,2562,1966,1241,113,0,0,0,0,0,0,0
Used Mobile Phone,Secondary School,Western,0,8,606,1133,1158,1567,1451,2901,5090,3339,2735,1890,1661,854,370,163,53
Used Mobile Phone,Secondary School,Central,0,17,689,1076,1028,1228,1261,3522,6351,4141,3378,2490,2430,1318,554,254,87
Used Mobile Phone,Secondary School,Greater Accra,7,62,1907,3903,4855,7685,8485,15681,23711,21119,16717,12126,9330,5087,2141,962,369
Used Mobile Phone,Secondary School,Volta,0,10,443,645,626,710,720,1632,2773,2401,1922,1479,1546,836,362,203,82
Used Mobile Phone,Secondary School,Eastern,1,12,745,1028,964,1256,1224,3892,7430,4376,3732,3103,3159,1668,811,441,175
Used Mobile Phone,Secondary School,Ashanti,3,15,1287,2245,2181,2888,3192,8719,16123,10192,8221,6077,5737,2982,1208,601,216
Used Mobile Phone,Secondary School,Western North,0,2,340,603,453,424,369,859,1476,852,697,506,403,219,72,39,11
Used Mobile Phone,Secondary School,Ahafo,0,3,178,259,185,238,254,611,1258,791,648,465,491,225,110,55,31
Used Mobile Phone,Secondary School,Bono,1,6,240,561,499,639,623,1362,2582,2002,1460,1050,993,506,226,86,39
Used Mobile Phone,Secondary School,Bono East,0,2,223,459,404,377,336,769,1345,1026,771,515,499,224,82,49,17
Used Mobile Phone,Secondary School,Oti,1,2,135,330,242,207,218,425,772,556,496,348,307,200,80,48,18
Used Mobile Phone,Secondary School,Northern,4,15,547,927,812,704,591,724,765,1071,743,634,465,249,109,49,17
Used Mobile Phone,Secondary School,Savannah,1,3,87,270,277,179,137,179,177,231,158,110,89,49,24,13,6
Used Mobile Phone,Secondary School,North East,2,4,139,228,185,129,104,133,151,197,130,84,104,40,30,16,2
Used Mobile Phone,Secondary School,Upper East,0,12,482,562,488,358,275,380,494,562,455,294,295,146,68,42,16
Used Mobile Phone,Secondary School,Upper West,0,4,95,335,258,235,185,263,351,437,311,214,206,108,54,21,15
Used Mobile Phone,Vocational / Technical / Commercial,Western,0,7,1330,2864,3389,3504,3421,2061,1581,1047,995,873,547,234,135,53,11
Used Mobile Phone,Vocational / Technical / Commercial,Central,0,12,2140,3547,3280,3629,3981,2890,2190,1828,1780,1621,988,499,203,90,39
Used Mobile Phone,Vocational / Technical / Commercial,Greater Accra,0,14,1788,8458,12075,15131,16631,14380,11192,8868,7981,6889,4251,2136,985,429,135
Used Mobile Phone,Vocational / Technical / Commercial,Volta,0,10,2337,2987,2086,1618,1554,1183,1255,1163,1194,1037,712,325,207,86,33
Used Mobile Phone,Vocational / Technical / Commercial,Eastern,0,12,1505,2338,2420,2523,2856,2228,1987,1757,1957,2154,1377,641,313,152,55
Used Mobile Phone,Vocational / Technical / Commercial,Ashanti,0,16,1065,3215,4498,4781,5507,3995,3034,2523,2387,2098,1335,643,329,136,34
Used Mobile Phone,Vocational / Technical / Commercial,Western North,0,0,47,207,456,377,391,275,205,167,149,134,80,36,9,6,0
Used Mobile Phone,Vocational / Technical / Commercial,Ahafo,0,2,133,427,473,469,471,309,236,161,176,140,79,32,15,5,2
Used Mobile Phone,Vocational / Technical / Commercial,Bono,0,0,346,792,997,898,1016,791,680,486,405,326,190,67,42,14,1
Used Mobile Phone,Vocational / Technical / Commercial,Bono East,0,2,302,406,670,378,388,227,247,212,194,160,92,43,13,4,2
Used Mobile Phone,Vocational / Technical / Commercial,Oti,0,3,227,336,400,253,204,180,200,175,129,139,100,66,30,9,5
Used Mobile Phone,Vocational / Technical / Commercial,Northern,0,7,368,782,1477,693,515,396,281,209,132,105,75,32,10,1,0
Used Mobile Phone,Vocational / Technical / Commercial,Savannah,0,2,48,109,258,110,69,40,34,17,22,13,7,2,2,0,0
Used Mobile Phone,Vocational / Technical / Commercial,North East,0,1,92,136,287,107,66,33,25,19,13,12,8,1,2,0,0
Used Mobile Phone,Vocational / Technical / Commercial,Upper East,0,2,713,903,770,466,400,243,212,150,111,104,38,23,7,1,1
Used Mobile Phone,Vocational / Technical / Commercial,Upper West,0,4,610,843,738,564,419,255,220,150,96,68,43,18,2,2,1
Used Mobile Phone,Post-Secondary Certificate,Western,0,0,27,206,483,673,376,513,618,593,491,419,287,204,90,47,14
Used Mobile Phone,Post-Secondary Certificate,Central,0,0,101,387,619,956,487,811,872,733,584,574,492,347,179,72,27
Used Mobile Phone,Post-Secondary Certificate,Greater Accra,0,0,198,1354,1831,2814,1788,2412,2896,2681,2088,1858,1333,804,385,143,60
Used Mobile Phone,Post-Secondary Certificate,Volta,0,0,37,463,699,721,358,473,500,396,400,468,480,354,243,104,35
Used Mobile Phone,Post-Secondary Certificate,Eastern,0,0,59,777,1064,1075,535,916,963,810,601,685,625,483,238,153,55
Used Mobile Phone,Post-Secondary Certificate,Ashanti,0,0,196,1016,1521,1754,1153,1758,1745,1474,1033,1063,896,613,288,133,58
Used Mobile Phone,Post-Secondary Certificate,Western North,0,0,15,127,247,274,97,115,122,126,127,91,88,57,19,8,0
Used Mobile Phone,Post-Secondary Certificate,Ahafo,0,0,6,45,163,162,73,175,175,88,67,62,65,35,21,6,1
Used Mobile Phone,Post-Secondary Certificate,Bono,0,0,34,210,392,531,257,428,405,339,303,277,198,136,51,26,11
Used Mobile Phone,Post-Secondary Certificate,Bono East,0,0,62,211,452,440,208,316,268,181,138,136,104,57,23,7,1
Used Mobile Phone,Post-Secondary Certificate,Oti,0,0,74,128,232,227,72,139,119,86,81,102,70,71,38,15,12
Used Mobile Phone,Post-Secondary Certificate,Northern,0,0,39,471,769,941,470,460,345,232,185,182,121,73,30,10,2
Used Mobile Phone,Post-Secondary Certificate,Savannah,0,0,35,281,291,213,89,100,70,53,21,38,26,15,4,0,3
Used Mobile Phone,Post-Secondary Certificate,North East,0,0,131,200,374,291,105,69,68,55,49,44,33,16,8,4,1
Used Mobile Phone,Post-Secondary Certificate,Upper East,0,0,61,233,571,573,209,220,228,137,119,134,90,48,20,8,5
Used Mobile Phone,Post-Secondary Certificate,Upper West,0,0,31,242,541,393,155,184,151,128,101,94,87,53,16,9,1
Used Mobile Phone,Post-Secondary Diploma,Western,0,0,203,1739,3590,3004,1543,767,547,476,530,561,371,261,124,52,15
Used Mobile Phone,Post-Secondary Diploma,Central,0,0,404,3163,5718,4969,2499,1131,839,593,683,869,677,439,216,89,31
Used Mobile Phone,Post-Secondary Diploma,Greater Accra,0,0,734,5666,9387,8825,6030,3794,2872,2215,2158,2273,1685,1153,552,253,86
Used Mobile Phone,Post-Secondary Diploma,Volta,0,0,103,1760,4604,3839,1906,955,674,556,677,904,737,546,297,145,45
Used Mobile Phone,Post-Secondary Diploma,Eastern,0,0,337,3964,7370,5250,2510,1114,833,737,1039,1254,968,770,394,210,70
Used Mobile Phone,Post-Secondary Diploma,Ashanti,0,0,977,9370,15565,10960,5173,2263,1536,1418,1510,1922,1512,1083,510,201,68
Used Mobile Phone,Post-Secondary Diploma,Western North,0,0,285,1420,3042,2056,830,318,239,212,252,220,157,62,32,10,3
Used Mobile Phone,Post-Secondary Diploma,Ahafo,0,0,109,784,1797,1334,540,191,171,145,174,198,164,70,36,11,5
Used Mobile Phone,Post-Secondary Diploma,Bono,0,0,421,2704,4436,3311,1430,585,381,327,387,492,364,197,92,26,6
Used Mobile Phone,Post-Secondary Diploma,Bono East,0,0,407,2116,4258,3212,1274,500,343,257,319,382,281,110,44,21,7
Used Mobile Phone,Post-Secondary Diploma,Oti,0,0,145,529,2065,1687,717,298,202,158,195,217,168,94,45,15,7
Used Mobile Phone,Post-Secondary Diploma,Northern,0,0,329,2981,5190,3925,2191,1029,573,377,317,366,209,111,46,12,3
Used Mobile Phone,Post-Secondary Diploma,Savannah,0,0,56,621,995,738,382,165,122,67,61,87,58,25,15,5,2
Used Mobile Phone,Post-Secondary Diploma,North East,0,0,158,716,1648,1081,498,186,128,78,96,103,57,27,11,4,1
Used Mobile Phone,Post-Secondary Diploma,Upper East,0,0,288,1401,3980,3385,1363,492,258,195,189,267,198,96,40,7,5
Used Mobile Phone,Post-Secondary Diploma,Upper West,0,0,143,1508,3098,2183,974,362,189,148,156,200,164,88,38,8,4
Used Mobile Phone,Higher National Diploma (HND),Western,0,0,1286,10586,8609,7339,4975,2675,1677,1271,1015,917,545,291,108,39,7
Used Mobile Phone,Higher National Diploma (HND),Central,0,0,561,6670,6740,6318,4520,2317,1383,895,814,717,519,312,130,48,12
Used Mobile Phone,Higher National Diploma (HND),Greater Accra,0,0,2329,21916,27212,28282,20256,12468,7252,4750,3491,3110,2087,1158,528,192,47
Used Mobile Phone,Higher National Diploma (HND),Volta,0,0,466,5860,4299,3659,2370,1145,766,593,523,499,395,228,102,56,15
Used Mobile Phone,Higher National Diploma (HND),Eastern,0,0,718,8993,8125,7033,4697,2131,1196,802,752,707,563,312,179,69,21
Used Mobile Phone,Higher National Diploma (HND),Ashanti,0,0,1459,15389,16029,14745,9440,4390,2287,1553,1301,1312,999,581,230,93,20
Used Mobile Phone,Higher National Diploma (HND),Western North,0,0,126,1914,1500,1240,687,325,193,115,113,73,51,26,4,2,0
Used Mobile Phone,Higher National Diploma (HND),Ahafo,0,0,40,1131,1120,1005,653,273,124,115,96,65,62,43,13,8,1
Used Mobile Phone,Higher National Diploma (HND),Bono,0,0,298,4668,3774,3021,1935,924,468,263,230,230,154,66,25,7,2
Used Mobile Phone,Higher National Diploma (HND),Bono East,0,0,107,2536,1973,1846,1224,428,217,122,111,107,43,34,8,8,2
Used Mobile Phone,Higher National Diploma (HND),Oti,0,0,18,1414,816,738,458,202,87,73,68,57,48,36,15,7,3
Used Mobile Phone,Higher National Diploma (HND),Northern,0,0,464,6811,6700,5612,3204,1592,831,420,254,205,108,47,16,5,5
Used Mobile Phone,Higher National Diploma (HND),Savannah,0,0,69,1179,931,760,417,166,88,53,24,27,20,16,2,0,0
Used Mobile Phone,Higher National Diploma (HND),North East,0,0,79,1346,926,734,352,117,42,38,22,20,11,5,2,0,1
Used Mobile Phone,Higher National Diploma (HND),Upper East,0,0,225,3788,3354,2851,1489,568,295,134,104,108,73,29,11,3,0
Used Mobile Phone,Higher National Diploma (HND),Upper West,0,0,131,3024,2479,1997,1137,491,267,126,96,86,48,22,12,0,1
Used Mobile Phone,Bachelor’s Degree,Western,0,0,2679,10765,13381,12645,8865,4646,2917,1841,1382,1041,594,346,155,54,15
Used Mobile Phone,Bachelor’s Degree,Central,0,0,4823,29557,25501,20485,13180,7006,4320,2435,1888,1668,985,567,214,96,35
Used Mobile Phone,Bachelor’s Degree,Greater Accra,0,0,19434,87032,90390,79932,55627,32456,18825,11498,8148,7216,4515,2709,1335,571,203
Used Mobile Phone,Bachelor’s Degree,Volta,0,0,1884,7842,7555,8549,7079,4358,2726,1545,1298,1261,849,559,291,122,43
Used Mobile Phone,Bachelor’s Degree,Eastern,0,0,2759,12247,16025,17268,13006,7108,4248,2526,2099,1988,1201,741,385,170,56
Used Mobile Phone,Bachelor’s Degree,Ashanti,0,0,18242,67858,51402,45375,29393,14570,7867,4734,3546,3201,2077,1300,551,276,80
Used Mobile Phone,Bachelor’s Degree,Western North,0,0,772,3290,4126,3937,2401,1149,617,364,271,248,119,45,25,7,4
Used Mobile Phone,Bachelor’s Degree,Ahafo,0,0,531,2397,3041,3185,2107,929,558,373,290,212,126,86,25,12,4
Used Mobile Phone,Bachelor’s Degree,Bono,0,0,2061,13072,11012,9980,6568,3163,1644,1021,768,713,441,199,78,26,11
Used Mobile Phone,Bachelor’s Degree,Bono East,0,0,693,3367,4987,5719,3926,1846,1035,589,460,427,227,87,38,12,5
Used Mobile Phone,Bachelor’s Degree,Oti,0,0,445,1648,1909,2116,1629,922,508,296,261,228,138,73,26,9,5
Used Mobile Phone,Bachelor’s Degree,Northern,0,0,1685,10420,10032,10225,7389,4139,2433,1289,820,689,361,154,71,15,4
Used Mobile Phone,Bachelor’s Degree,Savannah,0,0,188,610,1309,1490,1039,536,316,162,117,97,63,23,9,5,0
Used Mobile Phone,Bachelor’s Degree,North East,0,0,170,755,1167,1252,941,485,222,139,88,90,38,27,8,1,1
Used Mobile Phone,Bachelor’s Degree,Upper East,0,0,868,3873,4381,5457,4136,2229,1038,578,387,419,236,101,27,8,3
Used Mobile Phone,Bachelor’s Degree,Upper West,0,0,734,4821,4749,4243,3213,1794,827,429,341,362,233,119,30,9,1
Used Mobile Phone,Postgraduate Certificate/Diploma,Western,0,0,0,1199,2664,2196,1220,616,373,290,344,318,181,128,75,16,10
Used Mobile Phone,Postgraduate Certificate/Diploma,Central,0,0,0,2494,3761,3284,1743,871,519,343,465,495,289,193,108,47,14
Used Mobile Phone,Postgraduate Certificate/Diploma,Greater Accra,0,0,0,4445,8716,8685,6171,4015,2278,1548,1508,1439,1015,704,364,144,73
Used Mobile Phone,Postgraduate Certificate/Diploma,Volta,0,0,0,1128,2590,2329,1234,547,340,260,346,421,342,244,142,52,25
Used Mobile Phone,Postgraduate Certificate/Diploma,Eastern,0,0,0,2031,4643,3469,1879,819,552,408,547,647,416,257,146,69,26
Used Mobile Phone,Postgraduate Certificate/Diploma,Ashanti,0,0,0,7314,10008,7561,3821,1688,989,689,858,956,700,417,208,81,31
Used Mobile Phone,Postgraduate Certificate/Diploma,Western North,0,0,0,558,1609,1159,510,191,124,79,111,89,61,27,12,5,0
Used Mobile Phone,Postgraduate Certificate/Diploma,Ahafo,0,0,0,1243,1618,900,411,128,81,61,101,97,55,34,17,5,2
Used Mobile Phone,Postgraduate Certificate/Diploma,Bono,0,0,0,1540,2604,2021,994,374,251,169,230,232,148,77,26,10,8
Used Mobile Phone,Postgraduate Certificate/Diploma,Bono East,0,0,0,1582,2468,1736,795,271,142,110,149,190,123,52,19,6,2
Used Mobile Phone,Postgraduate Certificate/Diploma,Oti,0,0,0,292,1011,831,370,159,117,65,87,98,46,45,20,12,6
